"Date of News/Twitter","Tweet content/news headline","source of news / person name who has tweeted","label","score",,,,,
"2022-03-04 19:36:55","Can we just crowdsource a green hydrogen plant already and skip the ""decades of government ignoring us"" part?

#ableg #abpoli #cdnpoli","SomeCanadiaNews","NEGATIVE",0.999709904193878,,,,,
"2022-03-04 19:33:57","RT @OrbPlanet: Energy experts say humanity can’t afford dependence on #FossilFuels  

investments in #solar, wind, batteries, #EV, electric…","larriandJ","NEGATIVE",0.977928817272186,,,,,
"2022-03-04 19:33:34","RT @OrbPlanet: Energy experts say humanity can’t afford dependence on #FossilFuels  

investments in #solar, wind, batteries, #EV, electric…","ProudAFAmerican","NEGATIVE",0.977928817272186,,,,,
"2022-03-04 19:32:24","@wyldcdn @joannakyriazis @cleanenergycan @abacusdataca Hydrogen and the FCV have critical efficiency issues. 1 unit of green energy generates about 0.3 units of transportation at the wheel with a fuel cell. An EV takes an identical input unit of energy and generates over 0.8 units of movement. That's &gt","2x system efficiency.","iancsinclair","NEGATIVE",0.989765524864197,,,,
"2022-03-04 19:32:00","@MarcusHodson5 @7nestingwrens @EssexPR @GOVUK it’s a new cheap advanced clean energy option. The UK &amp; indeed the world needs this new tech to maintain a clean, reliable supply of electricity while keeping costs down. The world is promoting green hydrogen to replace gas. This won’t take long &amp; we then won’t need Russian gas.","NidgeNuneaton","NEGATIVE",0.985492885112762,,,,,
"2022-03-04 19:29:23","RT @great_thunberg: Nuclear Disaster Vs. Green Hydrogen &amp; Renewable Energy: Compare &amp; Contrast

https://t.co/GOZ5fR3BLM","snaglet","NEGATIVE",0.992726564407349,,,,,
"2022-03-04 19:29:21","RT @great_thunberg: Nuclear Disaster Vs. Green Hydrogen &amp; Renewable Energy: Compare &amp; Contrast

https://t.co/GOZ5fR3BLM","InfoMgmtExec","NEGATIVE",0.992726564407349,,,,,
"2022-03-04 19:28:23","RT @great_thunberg: Nuclear Disaster Vs. Green Hydrogen &amp; Renewable Energy: Compare &amp; Contrast

https://t.co/GOZ5fR3BLM","DonnachadhMc","NEGATIVE",0.992726564407349,,,,,
"2022-03-04 19:23:36","RT @jpr007: World’s largest green hydrogen project unveiled in Texas, with plan to produce clean rocket fuel for Elon Musk | Recharge https…","TrulyUli","POSITIVE",0.991948962211609,,,,,
"2022-03-04 19:21:11","@AirLiquideUSA @mar13hydrogen @txenergysummit https://t.co/fyuSosm99U","DWilliams_2022","NEGATIVE",0.98302572965622,,,,,
"2022-03-04 19:21:06","RT @great_thunberg: Nuclear Disaster Vs. Green Hydrogen &amp; Renewable Energy: Compare &amp; Contrast

https://t.co/GOZ5fR3BLM","arthuronlyone","NEGATIVE",0.992726564407349,,,,,
"2022-03-04 19:09:12","Nuclear Disaster Vs. Green Hydrogen &amp; Renewable Energy: Compare &amp; Contrast

https://t.co/GOZ5fR3BLM","great_thunberg","NEGATIVE",0.992328107357025,,,,,
"2022-03-04 19:06:57","RT @h2_view: #Indonesia has set its sights on the #hydrogen opportunity with the country ready to utilise green hydrogen, ammonia and carbo…","IndraOverland","POSITIVE",0.995846092700958,,,,,
"2022-03-04 19:04:16","RT @pertamina: Kolaborasi adalah kuncinya 🔑

Langkah awal wujudkan pengembangan Blue/Green Hydrogen dan Blue/Green Ammonia di Indonesia ini…","azmighani969","NEGATIVE",0.959011435508728,,,,,
"2022-03-04 19:03:01","RT @pertamina: Kolaborasi adalah kuncinya 🔑

Langkah awal wujudkan pengembangan Blue/Green Hydrogen dan Blue/Green Ammonia di Indonesia ini…","diasnurhadi","NEGATIVE",0.959011435508728,,,,,
"2022-03-04 19:02:47","RT @jpr007: World’s largest green hydrogen project unveiled in Texas, with plan to produce clean rocket fuel for Elon Musk | Recharge https…","ka2wye","POSITIVE",0.991948962211609,,,,,
"2022-03-04 19:02:34","Australian independent Woodside Petroleum is pursuing hydrogen projects to develop blue or green hydrogen as well as ammonia to decarbonize their business. Read more in this Argus piece.  #Hydrogen #Ammonia #Decarbonization https://t.co/ngxYzcy6CZ","grabowskipauls","NEGATIVE",0.988629221916199,,,,,
"2022-03-04 19:01:45","RT @pertamina: Kolaborasi adalah kuncinya 🔑

Langkah awal wujudkan pengembangan Blue/Green Hydrogen dan Blue/Green Ammonia di Indonesia ini…","ferryrahman89","NEGATIVE",0.959011435508728,,,,,
"2022-03-04 19:00:05","✅It provides for a “waiver of inter-state transmission charges for a period of 25 years for manufacturers of green hydrogen and green ammonia for the projects commissioned before Jun https://t.co/9p4ZAbS8Nt","UPSCPractice","NEGATIVE",0.974596560001373,,,,,
"2022-03-04 19:00:04","✅Renewable energy plants of green hydrogen and green ammonia producers will be given connectivity to the grid on a priority basis

✅These will be permitted to bank surplus energy with discoms for 30 days, and withdraw it as https://t.co/1ey5upoQxI","UPSCPractice","NEGATIVE",0.998231947422028,,,,,
"2022-03-04 18:59:19","RT @h2_view: Washington’s commitment to #hydrogen just got a lot bigger with the launch of a new association dedicated to reducing air and…","ArtY7247","POSITIVE",0.922490239143372,,,,,
"2022-03-04 18:58:54","RT @GutoOwenH2: ""An LNG terminal that today receives gas can tomorrow be used to import green hydrogen"" 
German Chancellor Olaf Scholz
http…","ArtY7247","NEGATIVE",0.977691531181335,,,,,
"2022-03-04 18:58:00","RT @h2_view: #Indonesia has set its sights on the #hydrogen opportunity with the country ready to utilise green hydrogen, ammonia and carbo…","ksherr","POSITIVE",0.995846092700958,,,,,
"2022-03-04 18:55:48","Judging the science fair at school today and holy crap these kids are amazing!! Kids investigating the opioid crisis, green hydrogen, colonizing Venus - WOW!!!","kristalixy","POSITIVE",0.999601185321808,,,,,
"2022-03-04 18:53:02","Major green-hydrogen production and storage hub announced for South Texas https://t.co/HMP5EsTvi5","ChemEngMag","NEGATIVE",0.964456260204315,,,,,
"2022-03-04 18:52:13","I know more about green hydrogen than I should","ilovechicken91","POSITIVE",0.979886472225189,,,,,
"2022-03-04 18:52:03","India Can Become Global Hub of Green Hydrogen, Advantage With Ample Renewable Resources: PM Modi Addressing a post-budget webinar on 'Energy for Sustainable Growth', Modi said, the hydrogen ecosystem is interconnected wit... #India by #News18 https://t.co/TXFr8Hda5H","MarketsCafe","POSITIVE",0.987582325935364,,,,,
"2022-03-04 18:50:05","@hasrra18 says along with Environmental Justice Alliance, the Sierra Club sent a letter w concerns about using green hydrogen to to run power plants","KnockDotLA","NEGATIVE",0.967945992946625,,,,,
"2022-03-04 18:49:25","@hasrra18 next caller is from Sierra Club, says council is considering federal funding for regional green hydrogen (GH) hub. says thats good but wants to make sure it's done right. GH could replace fossil fuels in shipping, aviation, chemical processes, but isn't right for everything","KnockDotLA","NEGATIVE",0.895282030105591,,,,,
"2022-03-04 18:49:22","World’s largest green hydrogen project unveiled in Texas, with plan to produce clean rocket fuel for Elon Musk | Recharge https://t.co/bsRQQqP5lU","charlierichmond","POSITIVE",0.958613157272339,,,,,
"2022-03-04 18:48:32","RT @MacDiarmidInsti: Leading up to #InternationalWomensDay2022 we celebrate some of our amazing researchers #DiscoveryScholars &amp"," #alumni Fi…","CrowleyGroup","POSITIVE",0.99834930896759,,,,
"2022-03-04 18:45:56","RT @fuelcellsworks: . @wagreenhydrogen Launches to Improve State’s #Air and #Water, Create #CleanEnergy Jobs, and Grow #Washington-Made “#E…","ArtY7247","POSITIVE",0.969239056110382,,,,,
"2022-03-04 18:44:47","@Enviro_Journal @EnergieTrottier Green hydrogen is the only option that can meet the reductions needed.
The systems are already on the road with 100s of millions of km travelled.
Green hydrogen works in every application, batteries only work in a narrow group of applications.","wyldcdn","NEGATIVE",0.995640635490418,,,,,
"2022-03-04 18:42:04","India can be global hub of green hydrogen, says PM Narendra Modi https://t.co/Fh3fqBhY9g https://t.co/GK588I9TKr","SPORTSCIRCUSINT","POSITIVE",0.985759913921356,,,,,
"2022-03-04 18:39:57","RT @fuelcellsworks: . @Siemens and @Protium18 Collaborate to Create #GreenHydrogen Infrastructure for #Aircraft - Joint project will allow…","Roxy78M","POSITIVE",0.987679421901703,,,,,
"2022-03-04 18:39:55","RT @fuelcellsworks: .@dClimateDAO Partners With #Namibia to Create a #Blockchain-Native Registry to Quantify and Monetize the Country's #Gr…","Roxy78M","NEGATIVE",0.974970936775208,,,,,
"2022-03-04 18:39:53","RT @fuelcellsworks: .#Indonesia to Develop #GreenHydrogen, #Ammonia, #CCUS to #ReduceEmissions - is striving to expedite its #energytransit…","Roxy78M","NEGATIVE",0.999462068080902,,,,,
"2022-03-04 18:39:41","RT @fuelcellsworks: . @wagreenhydrogen Launches to Improve State’s #Air and #Water, Create #CleanEnergy Jobs, and Grow #Washington-Made “#E…","Roxy78M","POSITIVE",0.969239056110382,,,,,
"2022-03-04 18:38:35","RT @fuelcellsworks: Locally Grown #GreenHydrogen Project Will Power a #ZeroEmissions Future - A $2 million #Canberra-based project that pro…","Roxy78M","POSITIVE",0.982259929180145,,,,,
"2022-03-04 18:38:22","@ColinMacphee1 @DeborahMeaden Green hydrogen is about 30% efficient from electricity supply to use - losses from electrolysis and from pressurising the gas to be able to carry it, then use in a fuel cell. Batteries are about 95% efficient, but they are heavy to lug about and don't last forever, but win just.","sc_wadsy","POSITIVE",0.983368456363678,,,,,
"2022-03-04 18:38:17","RT @fuelcellsworks: Russia-Ukraine War ‘will Accelerate’ Move to #GreenHydrogen, #RenewableEnergy: @PlugPowerInc CEO - joins @YahooFinance…","Roxy78M","POSITIVE",0.932637929916382,,,,,
"2022-03-04 18:38:13","RT @OrbPlanet: Energy experts say humanity can’t afford dependence on #FossilFuels  

investments in #solar, wind, batteries, #EV, electric…","bkaydw","NEGATIVE",0.977928817272186,,,,,
"2022-03-04 18:35:51","@Geert_DC @transenv @beuc @TimmermansEU @vonderleyen @KadriSimson @ThierryBreton No. I'm just making the point that I find attempts to ensure green hydrogen does not compete with other uses of renewable energy amusing. We should be removing barriers to the building of renewables and decarbonisation of hydrogen, but forget trying to police the interaction.","MLiebreich","POSITIVE",0.743232190608978,,,,,
"2022-03-04 18:33:29","RT @cleantechnica: Nuclear Disaster Vs. Green Hydrogen &amp"," Renewable Energy: Compare &amp"," Contrast https://t.co/MUadxqOt0P","D1RKJVNG3N","NEGATIVE",0.994124352931976,,,
"2022-03-04 18:32:52","RT @jpr007: World’s largest green hydrogen project unveiled in Texas, with plan to produce clean rocket fuel for Elon Musk | Recharge https…","Leononymous1","POSITIVE",0.991948962211609,,,,,
"2022-03-04 18:32:18","RT @IRENA: 📆The development of green #hydrogen is still in the early stages, and more can be done to scale up the #technology &amp; make the #E…","PBustillosc","NEGATIVE",0.928349435329437,,,,,
"2022-03-04 18:32:05","Nuclear Disaster Vs. Green Hydrogen &amp; Renewable Energy: Compare &amp; Contrast: "" data-image-caption=""

Green hydrogen hubs powered by renewables are poised to replace both fossil energy and nuclear power plants (image courtesy of GHI). ""… https://t.co/68shD4rLYK #Renewable #Energy https://t.co/EUHk9HILAb","RenewableSearch","NEGATIVE",0.981661975383758,,,,,
"2022-03-04 18:29:23","RT @Raghav1M: Modi Govt’s Hydrogen Mission Kicks Off as IOCL Invites Bids for Panipat, Mathura Green Units https://t.co/GkeIsoGxcX 

#Clean…","JumbuTweeple","NEGATIVE",0.9172083735466,,,,,
"2022-03-04 18:27:59","@learning_pt @Sudarshan_Mlth @ritwik_priya Kaha se change hoga. We don't have the natural resources to make the specialty chemicals required in solar panels. Radical redesign is required, core of the product needs to be changed. Sabse acha solar bhul Jao and lets make Thorium Nuclear Reactors and Green Hydrogen.","_kunwersa_","NEGATIVE",0.999064981937408,,,,,
"2022-03-04 18:25:09","@owen_hartley Looks like an interesting event as the speakers have a wide range of backgrounds! What's the central thesis of the panel's inquiry? Seems like it could range from proper waste handling to trying to convince us that blue hydrogen is actually green, which would be less good overall","northroadben","NEGATIVE",0.940768003463745,,,,,
"2022-03-04 18:24:11","#GreenHydrogen - #Africa's next big thing - #Hydrogen https://t.co/wWzikdY3hY","rpaulacarvalho","NEGATIVE",0.97422069311142,,,,,
"2022-03-04 18:24:06","#GreenHydrogen - #Africa's next big thing - #Hydrogen https://t.co/R5GJXC1eBY","arlindo_mabote","NEGATIVE",0.97849315404892,,,,,
"2022-03-04 18:24:03","#GreenHydrogen - #Africa's next big thing - #Hydrogen https://t.co/hD0miuTVAQ","ElizabethKhuma8","NEGATIVE",0.980422973632812,,,,,
"2022-03-04 18:23:59","#GreenHydrogen - #Africa's next big thing - #Hydrogen https://t.co/QutVSejURz","MaryAsanga","NEGATIVE",0.987013638019562,,,,,
"2022-03-04 18:23:57","#GreenHydrogen - #Africa's next big thing - #Hydrogen https://t.co/8F1rcpGIfS","uhusianocap","NEGATIVE",0.975816011428833,,,,,
"2022-03-04 18:23:55","#GreenHydrogen - #Africa's next big thing - #Hydrogen https://t.co/ftHIH2CBkf","KasualKool","NEGATIVE",0.969276487827301,,,,,
"2022-03-04 18:23:53","#GreenHydrogen - #Africa's next big thing - #Hydrogen https://t.co/TOwyhOQCDb","fabio_scala","NEGATIVE",0.973480820655823,,,,,
"2022-03-04 18:23:50","#GreenHydrogen - #Africa's next big thing - #Hydrogen https://t.co/FDozC0sX5c","mannyenyirenda","NEGATIVE",0.968687951564789,,,,,
"2022-03-04 18:23:42","#GreenHydrogen - #Africa's next big thing - #Hydrogen https://t.co/tk8F9muYR3","FurtherMarkets","NEGATIVE",0.963563799858093,,,,,
"2022-03-04 18:23:36","#GreenHydrogen - #Africa's next big thing - #Hydrogen https://t.co/vJM2C6OrDf","FurtherAfrica","NEGATIVE",0.971427083015442,,,,,
"2022-03-04 18:22:02","#GreenHydrogen is going to play a huge role in Fertilizer, Petroleum &amp; other industries to replace #GreyHydrogen. Odisha being a leading industrial state, can take lead to form its own Green Hydrogen Policy &amp; be the first state to attract investments @InvestInOdisha @CMO_Odisha https://t.co/xkzBpczOEb","SESI_Odisha","POSITIVE",0.886274516582489,,,,,
"2022-03-04 18:21:22","Nuclear Disaster Vs. Green Hydrogen &amp"," Renewable Energy: Compare &amp"," Contrast https://t.co/S0qcZRPSyS https://t.co/7cEgR6cOVe","gezgintrk","NEGATIVE",0.995455980300903,,,
"2022-03-04 18:17:44","Cool while nuclear powerplants are targeted in war we're simultaneously seeing moves toward AI-controlled nuclear power so ""green energy"" can power modern electrical grids. Looking forward to an algorithm generating fallout rather than a missile... https://t.co/Z7XwY3GX1S #irony","EcologicalCrime","NEGATIVE",0.968311786651611,,,,,
"2022-03-04 18:15:20","@ETZLTD1 @NicolaSturgeon @scotgov Old fool Sir Ian Wood's blue hydrogen / CCS scam - planting massive CO2 bomb-storage risking leaks of deadly suffocating clouds - is a energy dead-end.

Don't follow Wood to economic ruin for #Aberdeen.

Texas is getting the energy transition right.
#ETZ
https://t.co/v0cLqfrg62","Scot_Scientist","NEGATIVE",0.992498219013214,,,,,
"2022-03-04 18:14:22","RT @meredith_annex: Ukraine War Makes Green Hydrogen Competitive

My latest for @BloombergNEF. The economics may change, but more companies…","boterkoekjes","NEGATIVE",0.985775768756866,,,,,
"2022-03-04 18:14:12","RT @IEEFA_AsiaPac: IEEFA's @Vibhuti_D_Garg talks about the cost economics of green hydrogen in this webinar.

via @earthjournalism 
https:/…","Vibhuti_D_Garg","POSITIVE",0.751028180122376,,,,,
"2022-03-04 18:13:05","@DeloitteUS jobs—and entirely new kinds of work—would be created by expansion in clean energy sectors such as renewable energy and green hydrogen. And, according Deloitte’s research, the regions hardest hit by unchecked climate change would have the most to gain.

“The analysis","ESpacewalk","NEGATIVE",0.97801685333252,,,,,
"2022-03-04 18:12:38","RT @drprashantmish6: We are aiming for Green Hydrogen cost of $1 per Kg by 2030: Amitabh Kant https://t.co/XMxV2ku5o8","CHINTANCHINMAY1","NEGATIVE",0.989180982112884,,,,,
"2022-03-04 18:12:14","RT @leadvent: {𝗟𝗶𝗺𝗶𝘁𝗲𝗱 𝗘𝘅𝗵𝗶𝗯𝗶𝘁𝗶𝗼𝗻 𝗦𝗽𝗮𝗰𝗲 𝗔𝘃𝗮𝗶𝗹𝗮𝗯𝗹𝗲} We’re already busy planning our 4th Edition Africa Green Hydrogen Forum, join 2 days of…","vectorborg","NEGATIVE",0.983151435852051,,,,,
"2022-03-04 18:10:06","RT @Dagon57R: Mitsubishi has a hydrogen fuel cell for the home for $4,000 it looks like a little stove put these in the United States and e…","Dagon57R","NEGATIVE",0.996351003646851,,,,,
"2022-03-04 18:07:47","[Video] Russia – Ukraine War ‘Will Accelerate’ Move to Green Hydrogen, Renewable Energy: Plug Power CEO

@AndyMarsh15
@PlugPowerInc
@AkikoFujita

#HydrogenCentral #HydrogenNews #Hydrogen #FuelCell #HydrogenEconomy #HydrogenMarket

https://t.co/ZzVKAkGtCb","HydrogenCentral","POSITIVE",0.818187832832336,,,,,
"2022-03-04 18:06:37","Wow! 😎  💥 ⚡️ ⚡️ ⚡️  👏 

A major new hydrogen project in the US, touted as the “world’s largest” green hydrogen production and storage hub, is set to be developed in Texas with a capacity of 60GW.

Dubbed Hydrogen City, the project is being developed by…https://t.co/0oPhvZ5l6V","stevehaak","POSITIVE",0.565906941890717,,,,,
"2022-03-04 18:05:18","India Can Become Green Hydrogen Hub: PM Narendra Modi

@narendramodi

#HydrogenCentral #HydrogenNews #Hydrogen #FuelCell #HydrogenEconomy #HydrogenMarket

https://t.co/JCtcNnjS4s","HydrogenCentral","NEGATIVE",0.668552041053772,,,,,
"2022-03-04 18:04:33","Indonesia to Develop Green Hydrogen, Ammonia, CCUS to Reduce Emissions

@pupuk_indonesia

#HydrogenCentral #HydrogenNews #Hydrogen #FuelCell #HydrogenEconomy #HydrogenMarket

https://t.co/coVOk46epE","HydrogenCentral","NEGATIVE",0.98724627494812,,,,,
"2022-03-04 18:02:32","RT @IRENA: 📆The development of green #hydrogen is still in the early stages, and more can be done to scale up the #technology &amp; make the #E…","JuanGar72781566","NEGATIVE",0.928349435329437,,,,,
"2022-03-04 18:01:36","South Africa – Project to Produce Green Hydrogen as Proof-of-Concept

#HydrogenCentral #HydrogenNews #Hydrogen #FuelCell #HydrogenEconomy #HydrogenMarket

https://t.co/PN23yaumWb","HydrogenCentral","NEGATIVE",0.983765184879303,,,,,
"2022-03-04 18:00:22","Siemens and Protium Collaborate to Create Green Hydrogen Infrastructure for Aircraft

@Jenifer_Baxter
@Protium18
@Siemens
@siemens_press
@siemenssoftware

#HydrogenCentral #HydrogenNews #Hydrogen #FuelCell #HydrogenEconomy #HydrogenMarket

https://t.co/RdEQ46ucdC","HydrogenCentral","NEGATIVE",0.903032183647156,,,,,
"2022-03-04 17:59:47","@cleantechnica Well cleantechnica, since you ve been spreading so much propaganda against green Hydrogen I guess you prefer nuclear disaster.","william_sw","POSITIVE",0.606106638908386,,,,,
"2022-03-04 17:59:04","Nuclear Disaster Vs. Green Hydrogen &amp"," Renewable Energy: Compare &amp"," Contrast - CleanTechnica https://t.co/s1TINd9Esf","GreenEnergy","NEGATIVE",0.991444766521454,,,
"2022-03-04 17:58:55","@FCHEA_News I hope US DOE, etc makes sure these are green hydrogen hubs. Building any Blue hydrogen will be putting dollars down the drain!","kul_kan2017","NEGATIVE",0.999192655086517,,,,,
"2022-03-04 17:57:17","Nuclear Disaster Vs. Green Hydrogen &amp"," Renewable Energy: Compare &amp"," Contrast https://t.co/7fwsP00y2J #EV #VE #MOBILITY #NewMobility","SocialMedia_Car","NEGATIVE",0.988363087177277,,,
"2022-03-04 17:55:49","Nuclear Disaster Vs. Green Hydrogen &amp"," Renewable Energy: Compare &amp"," Contrast https://t.co/XD2FqMZy7j #Tesla #EV #ClimateChange #Renewables #RenewableEnergy","Zxcxz_xyz","NEGATIVE",0.989474534988403,,,
"2022-03-04 17:54:36","RT @cleantechnica: Nuclear Disaster Vs. Green Hydrogen &amp"," Renewable Energy: Compare &amp"," Contrast https://t.co/MUadxqOt0P","cry2luv","NEGATIVE",0.994124352931976,,,
"2022-03-04 17:54:02","Nuclear Disaster Vs. Green Hydrogen &amp"," Renewable Energy: Compare &amp"," Contrast https://t.co/MEeo1puCeM https://t.co/WVntLDBm0O","CleanAcresCTC","NEGATIVE",0.995823740959168,,,
"2022-03-04 17:53:02","H2 Peru Publishes a Draft Law for The Promotion of Green Hydrogen

@h2_peru
@H2peru

#HydrogenCentral #HydrogenNews #Hydrogen #FuelCell #HydrogenEconomy #HydrogenMarket

https://t.co/1BOs4Roocy","HydrogenCentral","NEGATIVE",0.991089463233948,,,,,
"2022-03-04 17:51:23","@SenCapito Keep your polluting dirty coal to yourselves please. Modern approaches are-solar wind hydrogen green and clean","trying2help","POSITIVE",0.822019517421722,,,,,
"2022-03-04 17:51:15","RT @DrGrahamCooley: ""Dubbed #Hydrogen City, the project is being developed by Green Hydrogen international (GHI) and will include productio…","Luis_mrlopes","NEGATIVE",0.970365405082702,,,,,
"2022-03-04 17:50:21","Nuclear Disaster Vs. Green Hydrogen &amp"," Renewable Energy: Compare &amp"," Contrast https://t.co/MUadxqOt0P","cleantechnica","NEGATIVE",0.992507040500641,,,
"2022-03-04 17:48:30","RT @HowItWorksmag: The green energy revolution promised by nuclear fusion is step closer, thanks to the first successful use of artificial…","techguyjack","POSITIVE",0.997986435890198,,,,,
"2022-03-04 17:48:19","RT @H2Bjorn: ""Green Hydrogen International has announced a 60GW renewable H2 project in a sparsely populated area of South Texas, to be pow…","ironmann66","NEGATIVE",0.79980731010437,,,,,
"2022-03-04 17:48:18","And this is exactly what we were talking about in our #greenhydrogen webinar this week: https://t.co/4b81So1Lyw

2021 deals position US to be a global #hydrogen leader: BloombergNEF https://t.co/jQgLShHPqp via @UtilityDive (@BloombergNEF) #renewables","EnerNex","POSITIVE",0.942353248596191,,,,,
"2022-03-04 17:47:41","#GreenHydrogen power generation coming for SE Texas? 

Despite high costs today, Entergy and many others are building future power plants with H2 capabilities. Banking on slashing the cost of producing green H2 by 80% by 2030.

#Energy #OilandGas
https://t.co/nHyB7YrnXl","Quigs2013","NEGATIVE",0.988461375236511,,,,,
"2022-03-04 17:47:20","RT @OrbPlanet: Energy experts say humanity can’t afford dependence on #FossilFuels  

investments in #solar, wind, batteries, #EV, electric…","LindaPa38180776","NEGATIVE",0.977928817272186,,,,,
"2022-03-04 17:47:08","The green energy revolution promised by nuclear fusion is step closer, thanks to the first successful use of artificial intelligence to shape hydrogen plasmas inside a fusion reactor. https://t.co/r0LGL6TyEV","HowItWorksmag","POSITIVE",0.999030113220215,,,,,
"2022-03-04 17:45:46","RT @dClimateDAO: After announcing our partnership with Namibia yesterday, here is a great article for learning more about green hydrogen an…","ItsAllieLopez","POSITIVE",0.99683552980423,,,,,
"2022-03-04 17:43:42","RT @h2_view: Washington’s commitment to #hydrogen just got a lot bigger with the launch of a new association dedicated to reducing air and…","Hellenic_Group","POSITIVE",0.922490239143372,,,,,
"2022-03-04 17:43:41","RT @ShanuMathew93: ""The price of natural gas-derived products like ammonia, as a result, is up to three times higher now than it was a year…","lleopard11","NEGATIVE",0.978957772254944,,,,,
"2022-03-04 17:43:24","{𝗟𝗶𝗺𝗶𝘁𝗲𝗱 𝗘𝘅𝗵𝗶𝗯𝗶𝘁𝗶𝗼𝗻 𝗦𝗽𝗮𝗰𝗲 𝗔𝘃𝗮𝗶𝗹𝗮𝗯𝗹𝗲} We’re already busy planning our 4th Edition Africa Green Hydrogen Forum, join 2 days of deal-making &amp; business discussion.#greenhydrogen #africa 

 #renewableenergy #hydrogeneconomy #hydrogen #GreenEnergy #solar https://t.co/7kJ7f3esWS","leadvent","NEGATIVE",0.970398187637329,,,,,
"2022-03-04 17:43:17","@_hypx @Rocket_Parsons @_G_A_U_T_A_M_ @tillathenun @Andeh82 @MusingsEv Just when do you think this green hydrogen will be available good sir, and at what cost?
Hydrogen will be hugely important for long term storage, for steel, fertiliser and industries that can't electrify.
Not for transport or heating too well served by electric.","LewisStanding1","NEGATIVE",0.997093915939331,,,,,
"2022-03-04 17:42:56","RT @Lutz101: @spikedonline @AndrewOrlowski Great article by @AndrewOrlowski. Seems HICEVs (hydrogen internal combustion engine vehicles) fu…","HatsPeriod","NEGATIVE",0.998068630695343,,,,,
"2022-03-04 17:40:22","RT @OrbPlanet: Energy experts say humanity can’t afford dependence on #FossilFuels  

investments in #solar, wind, batteries, #EV, electric…","CatDancerInSky1","NEGATIVE",0.977928817272186,,,,,
"2022-03-04 17:39:31","RT @OrbPlanet: Energy experts say humanity can’t afford dependence on #FossilFuels  

investments in #solar, wind, batteries, #EV, electric…","RogueCitizenOne","NEGATIVE",0.977928817272186,,,,,
"2022-03-04 17:38:47","@ShanuMathew93 https://t.co/WPEC6U7Hik","JustinMikulka","NEGATIVE",0.989788949489594,,,,,
"2022-03-04 17:38:13","@OfficeOfRKSingh Set ambitious targets for Green Hydrogen. GH production target of 5mT by 2030 as per new Hydrogen policy not even surpassing current demand of 6mT from steel n fertilizer industry.@amitabhk87","apsonje","NEGATIVE",0.990569710731506,,,,,
"2022-03-04 17:37:52","RT @meredith_annex: Ukraine War Makes Green Hydrogen Competitive

My latest for @BloombergNEF. The economics may change, but more companies…","JustinMikulka","NEGATIVE",0.985775768756866,,,,,
"2022-03-04 17:36:19","@trapezoidschme @meredith_annex @BloombergNEF Don't mess with Texas green H2! https://t.co/aFHqltLPRu","JustinMikulka","NEGATIVE",0.966243505477905,,,,,
"2022-03-04 17:35:54","dClimate Partners with Namibia to Create a Blockchain Native Registry to Quantify and Monetize the Country’s Green Hydrogen

@SidJhaCEO
@dClimateDAO
@JMnyupe
@MrMnyups
@UNAMPress

#HydrogenCentral #HydrogenNews #Hydrogen #HydrogenEconomy #HydrogenMarket

https://t.co/X41ShLXvsl","HydrogenCentral","NEGATIVE",0.963524043560028,,,,,
"2022-03-04 17:35:54","@trapezoidschme @meredith_annex @BloombergNEF Apparently they were buying at spot in Europe. https://t.co/WPEC6U7Hik","JustinMikulka","NEGATIVE",0.992427170276642,,,,,
"2022-03-04 17:34:35","RT @jpr007: World’s largest green hydrogen project unveiled in Texas, with plan to produce clean rocket fuel for Elon Musk | Recharge https…","ElenaFu83394622","POSITIVE",0.991948962211609,,,,,
"2022-03-04 17:33:12","#India Can Become Global Hub of Green Hydrogen: Pm Modi 

#news #NewsAlert 
https://t.co/geAWTHsSAi","morningkashmir","POSITIVE",0.546950995922089,,,,,
"2022-03-04 17:32:08","Green hydrogen firm H2U raises $11 million in Series A - Axios https://t.co/7Y2DD61l3e","NahidAlaei","NEGATIVE",0.567353665828705,,,,,
"2022-03-04 17:31:10","@James_BG There are many such projects. But NGOs like @transenv @E3G @Green_Europe consistently undermine the role hydrogen can play. 

And this means a slower energy transition, because these projects are lead by demand - like for transport, industry, heating etc.","DWilliams_2022","NEGATIVE",0.999309420585632,,,,,
"2022-03-04 17:30:38","https://t.co/NMdd18OsN8","electrify2025","NEGATIVE",0.991398453712463,,,,,
"2022-03-04 17:30:08","@nofiltershay @MarkGerretsen I would like to add that batteries are not the answer.
Green hydrogen and we have world leading companies in Canada who do all their business in other countries.
https://t.co/L1eDWygxvB","wyldcdn","NEGATIVE",0.99779224395752,,,,,
"2022-03-04 17:30:00","""The price of natural gas-derived products like ammonia, as a result, is up to three times higher now than it was a year ago. This has opened the door for ‘green’ hydrogen and ammonia produced from renewable electricity to compete with unabated natural gas-based processes"" https://t.co/5SrZWbvFu8","ShanuMathew93","POSITIVE",0.98845237493515,,,,,
"2022-03-04 17:27:49","Recharge: World's largest green hydrogen project unveiled in Texas, with plan to produce clean rocket fuel for Elon Musk.
https://t.co/psgLJquZrP

via @GoogleNews","OTC_ADDICT","POSITIVE",0.989674270153046,,,,,
"2022-03-04 17:22:22","@newsonnbc Expecting part of the address to give a small glimpse of the ambitious Green Hydrogen project and its success stories so far. Namibia is going green and this is not a joke. #GreenHydrogen","TangeniHaimbal4","POSITIVE",0.928343057632446,,,,,
